label,text,text_len,num_words,cleaned_text
spam,CLAIRE here am havin borin time & am now alone U wanna cum over 2nite? Chat now 09099725823 hope 2 C U Luv CLAIRE xx Calls£1/minmoremobsEMSPOBox45PO139WA,153,26,clair havin borin time alon u wan na cum nite chat hope c u luv clair xx call minmoremobsemspobox po wa
ham,Doesn't g have class early tomorrow and thus shouldn't be trying to smoke at  &lt;#&gt;,87,16,g class earli tomorrow thus tri smoke lt gt
ham,I'm done oredi...,17,3,done oredi
spam,"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18+",147,25,guarante latest nokia phone gb ipod mp player prize txt word collect ibhltd ldnw h p mtmsgrcvd
ham,Hey.. Something came up last min.. Think i wun be signing up tmr.. Hee,70,14,hey someth came last min think wun sign tmr hee
ham,I am 6 ft. We will be a good combination!,41,10,ft good combin
ham,I got it before the new year cos yetunde said she wanted to surprise you with it but when i didnt see money i returned it mid january before the  &lt;#&gt; day return period ended.,180,36,got new year cos yetund said want surpris didnt see money return mid januari lt gt day return period end
ham,Captain vijaykanth is doing comedy in captain tv..he is drunken :),66,11,captain vijaykanth comedi captain tv drunken
ham,"The world is running and i am still.maybe all are feeling the same,so be it.or i have to admit,i am mad.then where is the correction?or let me call this is life.and keep running with the world,may be u r also running.lets run.",226,42,world run still mayb feel admit mad correct let call life keep run world may u r also run let run
ham,Mm i am on the way to railway,29,8,mm way railway
spam,"Win the newest Harry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!",138,26,win newest harri potter order phoenix book repli harri answer question chanc first among reader
ham,Sounds like something that someone testing me would sayy,56,9,sound like someth someon test would sayi
ham,Yes:)here tv is always available in work place..,48,8,yes tv alway avail work place
spam,"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy",144,27,prize go anoth custom c www c biz p min polo ltd suit london w j hl pleas call back busi
ham,For The First Time In The History 'Need' 'Comfort' And 'Luxury' Are Sold At Same Price In India..!! Onion-Rs. &lt;#&gt;  Petrol-Rs. &lt;#&gt;  Beer-Rs. &lt;#&gt;  SHESIL  &lt;#&gt;,180,30,first time histori need comfort luxuri sold price india onion rs lt gt petrol rs lt gt beer rs lt gt shesil lt gt
ham,Uhhhhrmm isnt having tb test bad when youre sick,48,9,uhhhhrmm isnt tb test bad your sick
ham,Sir send to group mail check it.,32,7,sir send group mail check
ham,I've sent my wife your text. After we buy them she'll tell you what to do. So just relax. We should go get them this wkend.,123,26,sent wife text buy tell relax go get wkend
ham,"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..",160,33,life mean lot love life love peopl life world call friend call world ge
ham,"idc get over here, you are not weaseling your way out of this shit twice in a row",81,18,idc get weasel way shit twice row
ham,Ok thanx...,11,2,ok thanx
ham,Wait 2 min..stand at bus stop,29,6,wait min stand bus stop
ham,I want to be there so i can kiss you and feel you next to me,60,16,want kiss feel next
ham,* Am on my way,14,5,way
spam,"SMS. ac Blind Date 4U!: Rodds1 is 21/m from Aberdeen, United Kingdom. Check Him out http://img. sms. ac/W/icmb3cktz8r7!-4 no Blind Dates send HIDE",146,23,sms ac blind date u rodd aberdeen unit kingdom check http img sms ac w icmb cktz r blind date send hide
ham,"It'll be tough, but I'll do what I have to",42,10,tough
ham,"Yeah go on then, bored and depressed sittin waitin for phone to ring... Hope the wind drops though, scary",105,19,yeah go bore depress sittin waitin phone ring hope wind drop though scari
ham,There's no point hangin on to mr not right if he's not makin u happy,68,15,point hangin mr right makin u happi
ham,"Dear Sir,Salam Alaikkum.Pride and Pleasure meeting you today at the Tea Shop.We are pleased to send you our contact number at Qatar.Rakhesh an Indian.Pls save our Number.Respectful Regards.",189,28,dear sir salam alaikkum pride pleasur meet today tea shop pleas send contact number qatar rakhesh indian pls save number respect regard
ham,Dear umma she called me now :-),31,7,dear umma call
ham,K. I will sent it again,23,6,k sent
ham,Missed your call cause I was yelling at scrappy. Miss u. Can't wait for u to come home. I'm so lonely today.,108,22,miss call caus yell scrappi miss u wait u come home lone today
ham,I got to video tape pple type in message lor. U so free wan 2 help me? Hee... Cos i noe u wan 2 watch infernal affairs so ask u along. Asking shuhui oso.,153,34,got video tape pple type messag lor u free wan help hee cos noe u wan watch infern affair ask u along ask shuhui oso
ham,Oic... I saw him too but i tot he din c me... I found a group liao...,69,17,oic saw tot din c found group liao
ham,He's just gonna worry for nothing. And he won't give you money its no use.,74,15,gon na worri noth give money use
ham,Jus ans me lar. U'll noe later.,31,7,jus an lar u noe later
spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08718738002 Identifier Code: 48922 Expires 21/11/04,136,20,privat account statement show un redeem point call identifi code expir
ham,I'm at home. Please call,24,5,home pleas call
ham,Apart from the one i told you about yesterday?,46,9,apart one told yesterday
ham,U r too much close to my heart. If u go away i will be shattered. Plz stay with me.,83,20,u r much close heart u go away shatter plz stay
ham,I have had two more letters from . I will copy them for you cos one has a message for you. Speak soon,101,23,two letter copi cos one messag speak soon
ham,"Sorry, I'll call later",22,4,sorri call later
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid12hrs only,156,27,urgent tri contact u today draw show prize guarante call land line claim c valid hrs
ham,"Ya ok, vikky vl c witin  &lt;#&gt; mins and il reply u..",56,13,ya ok vikki vl c witin lt gt min il repli u
ham,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy,156,24,today accept day u accept brother sister lover dear best clos lvblefrnd jstfrnd cutefrnd lifpartnr belovd swtheart bstfrnd rpli mean enemi
ham,It's ok lar. U sleep early too... Nite...,41,8,ok lar u sleep earli nite
spam,"Urgent! Please call 0906346330. Your ABTA complimentary 4* Spanish Holiday or £10,000 cash await collection SAE T&Cs BOX 47 PO19 2EZ 150ppm 18+",143,23,urgent pleas call abta complimentari spanish holiday cash await collect sae cs box po ez ppm
ham,Babe? You said 2 hours and it's been almost 4 ... Is your internet down ?,73,16,babe said hour almost internet
ham,"How long has it been since you screamed, princess?",50,9,long sinc scream princess
ham,Gd luck 4 ur exams :-),22,6,gd luck ur exam
ham,Hello handsome ! Are you finding that job ? Not being lazy ? Working towards getting back that net for mummy ? Where's my boytoy now ? Does he miss me ?,152,32,hello handsom find job lazi work toward get back net mummi boytoy miss
ham,What i told before i tell. Stupid hear after i wont tell anything to you. You dad called to my brother and spoken. Not with me.,127,26,told tell stupid hear wont tell anyth dad call brother spoken
ham,"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied ""Boost is d secret of my energy"" n instantly d girl shouted ""our energy"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8",446,96,boy love gal propsd bt didnt mind gv lv lttrs bt frnds threw thm boy decid aproach gal dt time truck speed toward gal wn hit girl boy ran like hell n save ask hw cn u run fast boy repli boost secret energi n instant girl shout energi n thi live happili gthr drink boost evrydi moral stori hv free msgs gud ni
spam,todays vodafone numbers ending with 0089(my last four digits) are selected to received a £350 award. If your number matches please call 09063442151 to claim your £350 award,172,28,today vodafon number end last four digit select receiv award number match pleas call claim award
ham,Am i that much bad to avoid like this?,38,9,much bad avoid like
ham,K and you're sure I don't have to have consent forms to do it :V,64,15,k sure consent form v
ham,Macha dont feel upset.i can assume your mindset.believe me one evening with me and i have some wonderful plans for both of us.LET LIFE BEGIN AGAIN.call me anytime,162,28,macha dont feel upset assum mindset believ one even wonder plan us let life begin call anytim
ham,Hello madam how are you ?,25,6,hello madam
ham,I've reached home finally...,28,4,reach home final
ham,Good Morning plz call me sir,28,6,good morn plz call sir
ham,If you are not coughing then its nothing,40,8,cough noth
ham,ALSO TELL HIM I SAID HAPPY BIRTHDAY,35,7,also tell said happi birthday
ham,Cant think of anyone with * spare room off * top of my head,59,14,cant think anyon spare room top head
ham,"Dont search love, let love find U. Thats why its called falling in love, bcoz U dont force yourself, U just fall and U know there is smeone to hold U... BSLVYL",159,32,dont search love let love find u that call fall love bcoz u dont forc u fall u know smeon hold u bslvyl
ham,Exactly. Anyways how far. Is jide her to study or just visiting,63,12,exact anyway far jide studi visit
ham,I am in escape theatre now. . Going to watch KAVALAN in a few minutes,69,15,escap theatr go watch kavalan minut
ham,Call me when u finish then i come n pick u.,43,11,call u finish come n pick u
ham,Tell me something. Thats okay.,30,5,tell someth that okay
ham,Sounds like there could be a lot of time spent in that chastity device boy ... *grins* ... Or take your beatings like a good dog. Going to lounge in a nice long bath now ?,171,36,sound like could lot time spent chastiti devic boy grin take beat like good dog go loung nice long bath
ham,I think u have the wrong number.,32,7,think u wrong number
ham,Ok.,3,1,ok
ham,Msg me when rajini comes.,25,5,msg rajini come
ham,&lt;#&gt;  am I think? Should say on syllabus,45,9,lt gt think say syllabus
ham,"Vikky, come around  &lt;TIME&gt; ..",35,6,vikki come around lt time gt
ham,Ü come lt 25 n pass to me lar,29,9,come lt n pass lar
spam,"Latest News! Police station toilet stolen, cops have nothing to go on!",70,12,latest news polic station toilet stolen cop noth go
ham,Aiyar u so poor thing... I give u my support k... Jia you! I'll think of u...,77,17,aiyar u poor thing give u support k jia think u
spam,U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08,143,24,u secret admir look make contact u find r reveal think ur special call stopsm
ham,Yup ok...,9,2,yup ok
ham,So ü pay first lar... Then when is da stock comin...,52,11,pay first lar da stock comin
ham,Hey now am free you can call me.,32,8,hey free call
ham,Yes.. now only saw your message..,33,6,yes saw messag
ham,Yar lor... Keep raining non stop... Or u wan 2 go elsewhere?,60,12,yar lor keep rain non stop u wan go elsewher
ham,Going to join tomorrow.,23,4,go join tomorrow
ham,Dear how is chechi. Did you talk to her,39,9,dear chechi talk
ham,Horrible bf... I now v hungry...,32,6,horribl bf v hungri
ham,Thats cool. i am a gentleman and will treat you with dignity and respect.,73,14,that cool gentleman treat digniti respect
spam,Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth £33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk,155,27,get garden readi summer free select summer bulb seed worth scotsman saturday stop go notxt co uk
spam,Free Msg: Ringtone!From: http://tms. widelive.com/index. wml?id=1b6a5ecef91ff9*37819&first=true18:0430-JUL-05,109,6,free msg rington http tms widel com index wml id b ecef ff first true jul
ham,"It,,s a taxt massage....tie-pos argh ok! Lool!",46,7,taxt massag tie pos argh ok lool
ham,"Also north carolina and texas atm, you would just go to the gre site and pay for the test results to be sent.",109,23,also north carolina texa atm would go gre site pay test result sent
ham,Hi..i got the money da:),24,5,hi got money da
ham,S.i'm watching it in live..,27,5,watch live
ham,* Thought I didn't see you.,27,6,thought see
ham,If I was I wasn't paying attention,34,7,pay attent
ham,I know! Grumpy old people. My mom was like you better not be lying. Then again I am always the one to play jokes...,115,24,know grumpi old peopl mom like better lie alway one play joke
ham,New car and house for my parents.:)i have only new job in hand:),64,13,new car hous parent new job hand
ham,Ranjith cal drpd Deeraj and deepak 5min hold,44,8,ranjith cal drpd deeraj deepak min hold
ham,"Doing nothing, then u not having dinner w us?",45,9,noth u dinner w us
ham,I've sent ü my part..,21,5,sent part
ham,Well I might not come then...,29,6,well might come
ham,Was doing my test earlier. I appreciate you. Will call you tomorrow.,68,12,test earlier appreci call tomorrow
ham,When i have stuff to sell i.ll tell you,39,9,stuff sell tell
ham,"chile, please! It's only a  &lt;DECIMAL&gt;  hour drive for me. I come down all the time and will be subletting feb-april for audition season.",142,26,chile pleas lt decim gt hour drive come time sublet feb april audit season
ham,Correct. So how was work today,30,6,correct work today
ham,Hmm .. Bits and pieces lol ... *sighs* ...,42,9,hmm bit piec lol sigh
ham,CERI U REBEL! SWEET DREAMZ ME LITTLE BUDDY!! C YA 2MORO! WHO NEEDS BLOKES,73,14,ceri u rebel sweet dreamz littl buddi c ya moro need bloke
ham,Er mw im filled tuth is aight,29,7,er mw im fill tuth aight
ham,U attend ur driving lesson how many times a wk n which day?,59,13,u attend ur drive lesson mani time wk n day
ham,"Its so common hearin How r u? Wat r u doing? How was ur day? So let me ask u something different. Did u smile today? If not, do it now.... Gud evng.",148,33,common hearin r u wat r u ur day let ask u someth differ u smile today gud evng
ham,Was the farm open?,18,4,farm open
ham,Armand says get your ass over to epsilon,40,8,armand say get ass epsilon
ham,"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose.",149,35,fight world easi u either win lose bt fightng close u dificult u lose u lose u win u still lose
ham,Sounds great! Im going to sleep now. Have a good night!,55,11,sound great im go sleep good night
ham,What happen dear. Why you silent. I am tensed,45,9,happen dear silent tens
ham,Need a coffee run tomo?Can't believe it's that time of week already,67,12,need coffe run tomo believ time week alreadi
ham,"Yo my trip got postponed, you still stocked up?",47,9,yo trip got postpon still stock
ham,"Just making dinner, you ?",25,5,make dinner
ham,Congrats kano..whr s the treat maga?,36,6,congrat kano whr treat maga
ham,Wat time ü wan today?,21,5,wat time wan today
ham,Aiyo please ü got time meh.,27,6,aiyo pleas got time meh
ham,Then get some cash together and I'll text jason,47,9,get cash togeth text jason
spam,Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur mob? Join the UK's largest Dogging Network bt Txting GRAVEL to 69888! Nt. ec2a. 31p.msg@150p,162,28,want get laid tonight want real dog locat sent direct ur mob join uk largest dog network bt txting gravel nt ec p msg p
ham,Then why you not responding,27,5,respond
ham,Do you know when the result.,28,6,know result
ham,Wat's my dear doing? Sleeping ah?,33,6,wat dear sleep ah
spam,FreeMsg>FAV XMAS TONES!Reply REAL,33,4,freemsg fav xmas tone repli real
ham,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,136,26,opinion jada kusruthi lovabl silent spl charact matur stylish simpl pls repli
ham,Okie.. Thanx..,14,2,oki thanx
spam,"ou are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18",145,25,ou guarante latest nokia phone gb ipod mp player prize txt word collect ibhltd ldnw h p mtmsgrcvd
ham,Nah dub but je still buff,25,6,nah dub je still buff
ham,"Hey. What happened? U switch off ur cell d whole day. This isnt good. Now if u do care, give me a call tomorrow.",112,24,hey happen u switch ur cell whole day isnt good u care give call tomorrow
spam,"Hello darling how are you today? I would love to have a chat, why dont you tell me what you look like and what you are in to sexy?",130,29,hello darl today would love chat dont tell look like sexi
ham,Dear got bus directly to calicut,32,6,dear got bus direct calicut
ham,Every day i use to sleep after  &lt;#&gt;  so only.,51,12,everi day use sleep lt gt
ham,I'm in a movie. Call me 4 wat?,30,8,movi call wat
ham,I dun believe u. I thk u told him.,34,9,dun believ u thk u told
ham,"Hello, hello, hi lou sorry it took so long 2 reply- I left mobile at friends in Lancaster, just got it bak Neway im sorry I couldnt make ur bday 2 hun!",153,32,hello hello hi lou sorri took long repli left mobil friend lancast got bak neway im sorri make ur b day hun
ham,Ill call you evening ill some ideas.,36,7,ill call even ill idea
ham,U come n search tat vid..not finishd..,38,7,u come n search tat vid finishd
ham,"""Im at arestaurant eating squid! i will be out about 10:30 wanna dosomething or is that to late?""",97,18,im arestaur eat squid wan na dosometh late
ham,"""CHA QUITEAMUZING THATSCOOL BABE,PROBPOP IN & CU SATTHEN HUNNY 4BREKKIE! LOVE JEN XXX. PSXTRA LRG PORTIONS 4 ME PLEASE """,121,20,cha quiteamuz scool babe probpop cu satthen hunni brekki love jen xxx psxtra lrg portion pleas
ham,Hi its in durban are you still on this number,45,10,hi durban still number
ham,Really... I tot ur paper ended long ago... But wat u copied jus now got use? U happy lar... I still haf 2 study :-(,115,25,realli tot ur paper end long ago wat u copi jus got use u happi lar still haf studi
ham,Good Morning my Dear Shijutta........... Have a great &amp; successful day.,75,11,good morn dear shijutta great amp success day
ham,I keep ten rs in my shelf:) buy two egg.,40,10,keep ten rs shelf buy two egg
spam,U’ve Bin Awarded £50 to Play 4 Instant Cash. Call 08715203028 To Claim. EVERY 9th Player Wins Min £50-£500. OptOut 08718727870,126,21,u bin award play instant cash call claim everi th player win min optout
ham,Hey do you want anything to buy:),33,7,hey want anyth buy
ham,"Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '",140,29,sea lay rock rock envelop envelop paper paper word
ham,Jus came back fr lunch wif my sis only. U leh?,46,11,jus came back fr lunch wif sis u leh
ham,When did i use soc... I use it only at home... Ü dunno how 2 type it in word ar...,82,20,use soc use home dunno type word ar
ham,Dude how do you like the buff wind.,35,8,dude like buff wind
ham,K.:)you are the only girl waiting in reception ah?,50,9,k girl wait recept ah
ham,"Since when, which side, any fever, any vomitin.",47,8,sinc side fever vomitin
spam,"Shop till u Drop, IS IT YOU, either 10K, 5K, £500 Cash or £100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary",156,28,shop till u drop either k k cash travel voucher call ntt po box cr bt fixedlin cost ppm mobil vari
ham,Hey you still want to go for yogasana? Coz if we end at cine then can go bathe and hav the steam bath,101,23,hey still want go yogasana coz end cine go bath hav steam bath
ham,All sounds good. Fingers . Makes it difficult to type,53,10,sound good finger make difficult type
ham,Havent.,7,1,havent
ham,Oops. 4 got that bit.,21,5,oop got bit
spam,"Your account has been credited with 500 FREE Text Messages. To activate, just txt the word: CREDIT to No: 80488 T&Cs www.80488.biz",130,22,account credit free text messag activ txt word credit cs www biz
spam,WINNER! As a valued network customer you hvae been selected to receive a £900 reward! To collect call 09061701444. Valid 24 hours only. ACL03530150PM,149,24,winner valu network custom hvae select receiv reward collect call valid hour acl pm
ham,I'm working technical support :)voice process.,46,6,work technic support voic process
ham,"Hiya, had a good day? Have you spoken to since the weekend?",59,12,hiya good day spoken sinc weekend
ham,"Thank You for calling.Forgot to say Happy Onam to you Sirji.I am fine here and remembered you when i met an insurance person.Meet You in Qatar Insha Allah.Rakhesh, ex Tata AIG who joined TISSCO,Tayseer.",202,34,thank call forgot say happi onam sirji fine rememb met insur person meet qatar insha allah rakhesh ex tata aig join tissco tayseer
ham,From 5 to 2 only my work timing.,32,8,work time
ham,Who were those people ? Were you in a tour ? I thought you were doing that sofa thing you sent me ? Your curious sugar,118,26,peopl tour thought sofa thing sent curious sugar
ham,"Yeah probably, I still gotta check out with leo",47,9,yeah probabl still got ta check leo
ham,I'll reach in ard 20 mins ok...,31,7,reach ard min ok
ham,Ü mean it's confirmed... I tot they juz say oni... Ok then... ,62,13,mean confirm tot juz say oni ok
ham,Never blame a day in ur life. Good days give u happiness. Bad days give u experience. Both are essential in life! All are Gods blessings! good morning.:,152,28,never blame day ur life good day give u happi bad day give u experi essenti life god bless good morn
ham,Do u knw dis no. &lt;#&gt; ?,28,7,u knw dis lt gt
ham,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear,84,15,ummmmmaah mani mani happi return day dear sweet heart happi birthday dear
ham,"You are everywhere dirt, on the floor, the windows, even on my shirt. And sometimes when i open my mouth, you are all that comes flowing out. I dream of my world without you, then half my chores are out too. A time of joy for me, lots of tv shows i.ll see. But i guess like all things you just must exist, like rain, hail and mist, and when my time here is done, you and i become one.",384,80,everywher dirt floor window even shirt sometim open mouth come flow dream world without half chore time joy lot tv show see guess like thing must exist like rain hail mist time done becom one
spam,<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 4 messages. You have 21 matches. Please call back on 09056242159 to retrieve your messages and matches,183,30,forward hi mailbox messag sms alert messag match pleas call back retriev messag match
ham, &lt;#&gt;  in mca. But not conform.,36,8,lt gt mca conform
ham,"Did you say bold, then torch later. Or one torch and 2bold?",59,12,say bold torch later one torch bold
ham,So i could kiss and feel you next to me...,42,10,could kiss feel next
ham,Okay same with me. Well thanks for the clarification,52,9,okay well thank clarif
ham,Are your freezing ? Are you home yet ? Will you remember to kiss your mom in the morning? Do you love me ? Do you think of me ? Are you missing me yet ?,152,36,freez home yet rememb kiss mom morn love think miss yet
spam,"You've won tkts to the EURO2004 CUP FINAL or £800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm",110,18,tkts euro cup final cash collect call b pobox ppm
ham,"Ela kano.,il download, come wen ur free..",41,7,ela kano il download come wen ur free
ham,"Hello, my love! How goes that day ? I wish your well and fine babe and hope that you find some job prospects. I miss you, boytoy ... *a teasing kiss*",149,31,hello love goe day wish well fine babe hope find job prospect miss boytoy teas kiss
ham,I'll pick you up at about 5.15pm to go to taunton if you still want to come.,76,17,pick pm go taunton still want come
ham,Gettin rdy to ship comp,23,5,gettin rdi ship comp
ham,Hey!!! I almost forgot ... Happy B-day babe ! I love ya!!,57,12,hey almost forgot happi b day babe love ya
ham,That's good. Lets thank God. Please complete the drug. Have lots of water. And have a beautiful day.,100,18,good let thank god pleas complet drug lot water beauti day
ham,"We're all getting worried over here, derek and taylor have already assumed the worst",84,14,get worri derek taylor alreadi assum worst
ham,Is ur lecture over?,19,4,ur lectur
ham,Was gr8 to see that message. So when r u leaving? Congrats dear. What school and wat r ur plans.,96,20,gr see messag r u leav congrat dear school wat r ur plan
ham,Good night. Am going to sleep.,30,6,good night go sleep
ham,Is there a reason we've not spoken this year? Anyways have a great week and all the best in your exam,101,21,reason spoken year anyway great week best exam
ham,But that's on ebay it might be less elsewhere.,46,9,ebay might less elsewher
ham,We not leaving yet. Ok lor then we go elsewhere n eat. U thk...,63,14,leav yet ok lor go elsewher n eat u thk
ham,I thought slide is enough.,26,5,thought slide enough
ham,"Good evening Sir, Al Salam Wahleykkum.sharing a happy news.By the grace of God, i got an offer from Tayseer,TISSCO and i joined.Hope you are fine.Inshah Allah,meet you sometime.Rakhesh,visitor from India.",204,30,good even sir al salam wahleykkum share happi news grace god got offer tayseer tissco join hope fine inshah allah meet sometim rakhesh visitor india
ham,get ready to moan and scream :),31,7,get readi moan scream
ham,Aaooooright are you at work?,28,5,aaooooright work
ham,I am literally in bed and have been up for like  &lt;#&gt;  hours,65,15,liter bed like lt gt hour
ham,How come?,9,2,come
ham,"Thank you. And by the way, I just lost.",39,9,thank way lost
ham,Omg if its not one thing its another. My cat has worms :/ when does this bad day end?,85,19,omg one thing anoth cat worm bad day end
ham,Oh k...i'm watching here:),26,4,oh k watch
ham,I know that my friend already told that.,40,8,know friend alreadi told
ham,HI DARLIN IVE JUST GOT BACK AND I HAD A REALLY NICE NIGHT AND THANKS SO MUCH FOR THE LIFT SEE U TOMORROW XXX,108,24,hi darlin ive got back realli nice night thank much lift see u tomorrow xxx
ham,Bugis oso near wat... ,22,5,bugi oso near wat
ham,"Well the general price is  &lt;#&gt; /oz, let me know if/when/how much you want",79,15,well general price lt gt oz let know much want
ham,G wants to know where the fuck you are,38,9,g want know fuck
ham,Slaaaaave ! Where are you ? Must I summon you to me all the time now ? Don't you wish to come to me on your own anymore?,120,28,slaaaaav must summon time wish come anymor
ham,Much better now thanks lol,26,5,much better thank lol
ham,"Do 1 thing! Change that sentence into: ""Because i want 2 concentrate in my educational career im leaving here..""",112,19,thing chang sentenc want concentr educ career im leav
ham,"Nothing much, chillin at home. Any super bowl plan?",51,9,noth much chillin home super bowl plan
ham,What's ur pin?,14,3,ur pin
ham,Is that seriously how you spell his name?,41,8,serious spell name
ham,Then u drive lor.,17,4,u drive lor
ham,I will be gentle princess! We will make sweet gentle love...,60,11,gentl princess make sweet gentl love
ham,I told your number to gautham..,31,6,told number gautham
ham, what number do u live at? Is it 11?,36,10,number u live
ham,what I meant to say is cant wait to see u again getting bored of this bridgwater banter,87,18,meant say cant wait see u get bore bridgwat banter
ham,Is there coming friday is leave for pongal?do you get any news from your work place.,84,16,come friday leav pongal get news work place
ham,Ü collecting ur laptop then going to configure da settings izzit?,65,11,collect ur laptop go configur da set izzit
ham,"Oh... I was thkin of goin yogasana at 10 den no nd to go at 3 den can rush to parco 4 nb... Okie lor, u call me when ready...",125,30,oh thkin goin yogasana den nd go den rush parco nb oki lor u call readi
ham,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant.",444,73,solv case man found murder lt decim gt lt gt afternoon wife call polic polic question everyon wife sir sleep murder took place cook cook garden pick veget hous maid went post offic children went play neighbour went marriag polic arrest murder immedi repli reason u r brilliant
ham,Yup i thk so until e shop closes lor.,37,9,yup thk e shop close lor
spam,"Do you realize that in about 40 years, we'll have thousands of old ladies running around with tattoos?",102,18,realiz year thousand old ladi run around tattoo
spam,WIN a £200 Shopping spree every WEEK Starting NOW. 2 play text STORE to 88039. SkilGme. TsCs08714740323 1Winawk! age16 £1.50perweeksub.,135,20,win shop spree everi week start play text store skilgm tscs winawk age perweeksub
spam,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.,106,17,camera award sipix digit camera call fromm landlin deliveri within day
ham,Wa... U so efficient... Gee... Thanx...,39,6,wa u effici gee thanx
ham,Hi where you. You in home or calicut?,37,8,hi home calicut
ham,"I haven't forgotten you, i might have a couple bucks to send you tomorrow, k? I love ya too",91,19,forgotten might coupl buck send tomorrow k love ya
ham,Or u ask they all if next sat can a not. If all of them can make it then i'm ok lor.,84,22,u ask next sat make ok lor
ham,"Fun fact: although you would think armand would eventually build up a tolerance or some shit considering how much he smokes, he gets fucked up in like 2 hits",157,29,fun fact although would think armand would eventu build toler shit consid much smoke get fuck like hit
ham,Don know..he is watching film in computer..,43,7,know watch film comput
ham,Forgot to tell ü smth.. Can ü like number the sections so that it's clearer..,77,15,forgot tell smth like number section clearer
ham,Am only searching for good dual sim mobile pa.,46,9,search good dual sim mobil pa
ham,Wish u many many returns of the day.. Happy birthday vikky..,60,11,wish u mani mani return day happi birthday vikki
ham,"Call me. I m unable to cal. Lets meet bhaskar, and deep",55,12,call unabl cal let meet bhaskar deep
spam,Back 2 work 2morro half term over! Can U C me 2nite 4 some sexy passion B4 I have 2 go back? Chat NOW 09099726481 Luv DENA Calls £1/minMobsmoreLKPOBOX177HP51FL,159,29,back work morro half term u c nite sexi passion b go back chat luv dena call minmobsmorelkpobox hp fl
ham,Mine here like all fr china then so noisy.,42,9,mine like fr china noisi
ham,That means get the door,23,5,mean get door
ham,You didnt complete your gist oh.,32,6,didnt complet gist oh
ham,"Haha yeah, 2 oz is kind of a shitload",37,9,haha yeah oz kind shitload
ham,Hi baby ive just got back from work and i was wanting to see u allday! I hope i didnt piss u off on the phone today. If u are up give me a call xxx,147,36,hi babi ive got back work want see u allday hope didnt piss u phone today u give call xxx
ham,I will reach ur home in  &lt;#&gt;  minutes,43,10,reach ur home lt gt minut
ham,Yeah I imagine he would be really gentle. Unlike the other docs who treat their patients like turkeys.,102,18,yeah imagin would realli gentl unlik doc treat patient like turkey
ham,Y de asking like this.,22,5,de ask like
ham,What's the significance?,24,3,signific
ham,"Nah can't help you there, I've never had an iphone",50,10,nah help never iphon
